GENEID	F01counts	C01counts	E01counts	G01counts	H01counts	D01counts
ENSG00000219681	0	0	0	0	0	0
ENSG00000219682	0	0	0	0	0	0
ENSG00000219693	0	2	0	0	0	2
ENSG00000219699	8	78	0	55	0	78
ENSG00000219700	0	0	0	0	0	0
ENSG00000219702	0	0	0	0	0	0
ENSG00000219703	0	0	0	0	0	0
ENSG00000219712	153	14	0	0	819	14
ENSG00000219722	0	0	0	0	0	0
ENSG00000219736	0	0	0	0	0	0
ENSG00000219738	0	0	0	0	0	0
ENSG00000219747	84	46	24	49	19	46
ENSG00000219755	0	0	0	0	0	0
ENSG00000219757	0	0	0	0	0	0
ENSG00000219758	0	0	0	1	0	0
ENSG00000219770	0	0	0	0	0	0
ENSG00000219773	2	2	0	2	0	2
ENSG00000219776	9	3	0	2	1	3
ENSG00000219784	0	0	0	0	0	0
ENSG00000219790	0	0	0	0	0	0
ENSG00000219797	0	1	2	0	0	1
ENSG00000219806	0	0	0	1	0	0
ENSG00000219807	0	0	0	0	0	0
ENSG00000219814	0	0	0	0	0	0
ENSG00000219863	2	0	0	0	1	0
ENSG00000219867	0	0	0	0	0	0
ENSG00000219870	0	0	0	0	0	0
ENSG00000219881	0	0	0	21	1	0
ENSG00000219891	0	0	0	0	0	0
ENSG00000219902	2	0	2	1	2	0
ENSG00000219926	0	0	0	0	0	0
ENSG00000219928	14	21	1	37	6	21
ENSG00000219930	0	0	0	0	0	0
ENSG00000219932	0	2	0	2	0	2
ENSG00000219940	0	0	0	0	0	0
ENSG00000219941	0	0	0	0	0	0
ENSG00000219951	0	1	0	1	1	1
ENSG00000219986	7	3	0	5	2	3
ENSG00000219992	0	0	0	0	0	0
ENSG00000219993	21	2	0	1	0	2
ENSG00000220008	4	131	0	382	0	131
ENSG00000220030	0	0	0	0	0	0
ENSG00000220069	0	1	0	1	0	1
ENSG00000220076	0	0	0	0	0	0
ENSG00000220091	0	0	0	0	0	0
ENSG00000220105	0	0	0	0	0	0
ENSG00000220110	0	0	0	0	0	0
ENSG00000220113	0	0	0	0	0	0
ENSG00000220125	0	0	0	0	0	0
ENSG00000220130	0	0	0	0	0	0
ENSG00000220131	0	0	1	0	1	0
ENSG00000220132	0	0	0	0	0	0
ENSG00000220139	0	0	0	0	0	0
ENSG00000220154	0	0	0	0	0	0
ENSG00000220157	3	2	1	7	2	2
ENSG00000220161	0	0	0	0	0	0
ENSG00000220181	0	0	0	0	0	0
ENSG00000220184	0	0	0	0	0	0
ENSG00000220201	4	112	4	0	0	112
ENSG00000220204	0	0	0	0	0	0
ENSG00000220205	12094	6077	7513	7787	4698	6077
ENSG00000220212	0	0	0	0	0	0
ENSG00000220237	0	0	0	0	0	0
ENSG00000220240	0	0	0	0	0	0
ENSG00000220248	0	0	0	0	0	0
ENSG00000220256	0	0	0	0	0	0
ENSG00000220267	1	1	1	0	0	1
ENSG00000220291	0	0	0	0	0	0
ENSG00000220305	1	0	0	0	0	0
ENSG00000220311	0	0	0	0	0	0
ENSG00000220323	0	0	0	0	0	0
ENSG00000220326	0	0	0	0	0	0
ENSG00000220340	0	0	0	0	0	0
ENSG00000220343	0	0	0	1	0	0
ENSG00000220347	0	0	0	0	0	0
ENSG00000220349	0	0	0	0	0	0
ENSG00000220370	0	0	0	0	0	0
ENSG00000220377	0	0	0	0	0	0
ENSG00000220378	0	0	0	0	0	0
ENSG00000220392	0	0	0	0	0	0
ENSG00000220412	0	190	1	0	0	190
ENSG00000220418	0	0	1	0	0	0
ENSG00000220446	0	0	0	0	0	0
ENSG00000220447	0	0	0	0	0	0
ENSG00000220472	60	77	10	46	25	77
ENSG00000220483	0	0	0	0	0	0
ENSG00000220494	0	0	0	0	0	0
ENSG00000220505	0	0	0	0	0	0
ENSG00000220506	0	0	0	0	0	0
ENSG00000220514	0	0	0	0	0	0
ENSG00000220515	0	0	0	0	13	0
ENSG00000220517	0	0	4	0	410	0
ENSG00000220522	0	0	0	0	0	0
ENSG00000220537	0	0	0	0	0	0
ENSG00000220540	0	0	0	0	0	0
ENSG00000220541	0	0	0	0	0	0
ENSG00000220553	0	0	0	0	0	0
ENSG00000220556	0	0	0	0	0	0
ENSG00000220557	0	0	0	0	0	0
ENSG00000220563	0	0	0	0	0	0
ENSG00000220575	0	0	0	0	0	0
ENSG00000220581	0	0	0	0	0	0
ENSG00000220583	0	0	0	0	0	0
ENSG00000220585	0	0	0	0	0	0
ENSG00000220586	0	0	0	0	0	0
ENSG00000220598	0	0	0	0	0	0
ENSG00000220600	0	0	0	0	0	0
ENSG00000220614	1	1	0	3	1	1
ENSG00000220635	0	0	0	0	0	0
ENSG00000220643	0	0	0	0	0	0
ENSG00000220660	0	0	0	0	0	0
ENSG00000220666	0	0	0	0	0	0
ENSG00000220685	0	0	0	0	0	0
ENSG00000220694	0	0	0	0	0	0
ENSG00000220695	0	0	0	0	1	0
ENSG00000220702	0	0	0	0	0	0
ENSG00000220721	0	0	0	0	0	0
ENSG00000220725	0	0	0	0	0	0
ENSG00000220730	0	0	0	0	0	0
ENSG00000220733	0	0	0	0	0	0
ENSG00000220734	0	0	0	0	0	0
ENSG00000220739	0	0	0	0	0	0
ENSG00000220744	0	0	0	0	0	0
ENSG00000220745	0	0	0	0	0	0
ENSG00000220748	2	0	0	0	1	0
ENSG00000220749	65	100	8	81	21	100
ENSG00000220758	0	1	0	0	0	1
ENSG00000220771	0	0	0	0	0	0
ENSG00000220773	0	0	0	0	0	0
ENSG00000220785	0	0	0	0	0	0
ENSG00000220793	10	6	2	8	0	6
ENSG00000220804	0	0	0	0	0	0
ENSG00000220831	0	0	1	0	0	0
ENSG00000220842	315	256	165	186	113	256
ENSG00000220848	6	11	1	3	7	11
ENSG00000220867	0	0	0	0	0	0
ENSG00000220868	0	0	0	0	0	0
ENSG00000220871	0	0	0	0	0	0
ENSG00000220875	9	2	4	0	0	2
ENSG00000220884	0	0	0	0	0	0
ENSG00000220891	0	1	5	0	0	1
ENSG00000220908	0	0	0	0	0	0
ENSG00000220913	0	0	0	0	0	0
ENSG00000220918	0	0	0	0	0	0
ENSG00000220920	0	0	0	0	0	0
ENSG00000220924	1	0	0	0	0	0
ENSG00000220925	0	0	0	0	0	0
ENSG00000220937	0	3	0	0	2	3
ENSG00000220948	0	0	0	0	0	0
ENSG00000220949	0	0	0	0	0	0
ENSG00000220960	0	0	0	0	0	0
ENSG00000220986	0	0	0	0	0	0
ENSG00000220988	0	0	0	0	0	0
ENSG00000221015	0	0	0	0	0	0
ENSG00000221017	0	0	0	0	0	0
ENSG00000221023	0	0	0	0	0	0
ENSG00000221025	0	0	0	0	0	0
ENSG00000221028	0	0	0	0	0	0
ENSG00000221031	0	0	0	0	0	0
ENSG00000221033	0	0	0	0	0	0
ENSG00000221036	0	0	0	0	0	0
ENSG00000221038	0	0	0	0	0	0
ENSG00000221039	0	0	0	0	0	0
ENSG00000221040	0	0	0	0	0	0
ENSG00000221042	0	0	0	0	0	0
ENSG00000221043	0	0	0	0	0	0
ENSG00000221044	0	0	0	0	0	0
ENSG00000221046	0	0	0	0	0	0
ENSG00000221052	0	0	0	0	0	0
ENSG00000221055	0	0	0	0	0	0
ENSG00000221059	0	0	0	0	0	0
ENSG00000221060	0	0	0	0	0	0
ENSG00000221063	0	16	0	0	0	16
ENSG00000221065	0	0	0	0	0	0
ENSG00000221066	0	0	0	3	0	0
ENSG00000221081	0	0	0	0	0	0
ENSG00000221083	0	0	0	0	0	0
ENSG00000221091	0	0	0	0	0	0
ENSG00000221093	0	0	0	0	0	0
ENSG00000221102	0	0	0	0	0	0
ENSG00000221114	0	0	0	0	0	0
ENSG00000221116	0	0	0	0	0	0
ENSG00000221120	0	0	0	0	0	0
ENSG00000221125	0	0	0	0	0	0
ENSG00000221139	0	0	0	0	0	0
ENSG00000221148	0	0	0	0	0	0
ENSG00000221164	0	13	0	0	0	13
ENSG00000221176	0	0	0	0	0	0
ENSG00000221184	0	4	0	0	0	4
ENSG00000221187	0	0	0	0	0	0
ENSG00000221190	0	0	0	0	0	0
ENSG00000221200	0	0	0	0	0	0
ENSG00000221203	0	0	0	0	0	0
ENSG00000221206	0	0	0	0	0	0
ENSG00000221214	0	7	0	0	0	7
ENSG00000221216	0	5	0	5	0	5
ENSG00000221227	0	0	0	0	0	0
ENSG00000221230	0	0	0	0	0	0
ENSG00000221238	0	0	0	0	0	0
ENSG00000221240	0	0	0	0	0	0
ENSG00000221241	0	0	0	0	0	0
ENSG00000221245	0	0	0	0	0	0
ENSG00000221251	0	0	0	0	0	0
ENSG00000221255	0	0	0	0	0	0
ENSG00000221261	0	0	0	0	0	0
ENSG00000221263	0	0	0	0	0	0
ENSG00000221264	0	10	0	0	0	10
ENSG00000221265	0	0	0	0	0	0
ENSG00000221269	0	0	0	0	0	0
ENSG00000221273	0	1	0	0	0	1
ENSG00000221275	0	0	0	0	0	0
ENSG00000221287	0	0	0	0	0	0
ENSG00000221288	0	0	0	0	0	0
ENSG00000221296	0	0	0	0	0	0
ENSG00000221300	0	0	0	0	0	0
ENSG00000221303	0	0	0	0	0	0
ENSG00000221305	0	0	0	0	0	0
ENSG00000221325	0	0	0	0	0	0
ENSG00000221331	0	0	0	0	0	0
ENSG00000221332	0	0	0	0	0	0
ENSG00000221333	0	0	0	0	0	0
ENSG00000221340	0	0	0	30	0	0
ENSG00000221345	0	0	0	0	0	0
ENSG00000221348	0	0	0	0	0	0
ENSG00000221355	0	0	0	0	0	0
ENSG00000221363	0	0	0	0	0	0
ENSG00000221365	0	0	0	0	0	0
ENSG00000221369	0	0	0	0	0	0
ENSG00000221371	0	0	0	0	0	0
ENSG00000221375	0	0	0	0	0	0
ENSG00000221381	0	0	0	0	0	0
ENSG00000221387	0	0	0	0	0	0
ENSG00000221390	0	0	0	0	0	0
ENSG00000221393	0	0	0	0	0	0
ENSG00000221394	0	0	0	0	0	0
ENSG00000221398	0	0	0	0	0	0
ENSG00000221400	0	0	0	0	0	0
ENSG00000221406	0	0	0	0	0	0
ENSG00000221410	0	0	0	0	0	0
ENSG00000221411	0	1	0	0	3	1
ENSG00000221420	0	0	0	0	0	0
ENSG00000221421	0	0	0	0	0	0
ENSG00000221430	0	0	0	0	0	0
ENSG00000221436	0	0	0	0	0	0
ENSG00000221439	0	0	0	0	0	0
ENSG00000221440	0	38	2	0	0	38
ENSG00000221442	0	0	0	0	0	0
ENSG00000221445	0	0	0	0	0	0
ENSG00000221455	0	0	0	0	0	0
ENSG00000221456	0	0	0	0	0	0
ENSG00000221459	0	0	0	18	0	0
ENSG00000221461	0	0	0	0	0	0
ENSG00000221463	0	0	0	0	10	0
ENSG00000221464	0	0	0	0	0	0
ENSG00000221466	0	0	0	0	0	0
ENSG00000221468	0	0	0	0	0	0
ENSG00000221475	0	0	0	0	0	0
ENSG00000221476	0	0	0	0	0	0
ENSG00000221479	0	0	0	0	0	0
ENSG00000221491	0	0	0	0	0	0
ENSG00000221493	0	0	0	0	0	0
ENSG00000221494	0	0	0	0	0	0
ENSG00000221496	0	0	0	0	0	0
ENSG00000221498	0	0	0	0	0	0
ENSG00000221500	51	0	0	0	0	0
ENSG00000221502	0	0	0	0	0	0
ENSG00000221507	0	0	0	0	0	0
ENSG00000221510	69	0	0	24	0	0
ENSG00000221514	0	0	0	0	0	0
ENSG00000221518	0	0	0	0	0	0
ENSG00000221520	0	0	0	0	0	0
ENSG00000221525	0	0	0	0	0	0
ENSG00000221527	0	0	0	0	0	0
ENSG00000221533	0	0	0	0	0	0
ENSG00000221537	1	0	0	0	0	0
ENSG00000221539	3	15	0	17	0	15
ENSG00000221540	0	0	0	0	0	0
ENSG00000221545	0	0	0	0	0	0
ENSG00000221548	0	0	0	0	0	0
ENSG00000221552	0	0	0	0	0	0
ENSG00000221562	0	0	0	0	0	0
ENSG00000221563	0	0	0	0	0	0
ENSG00000221564	0	0	0	0	0	0
ENSG00000221571	0	0	0	0	0	0
ENSG00000221574	0	0	0	0	0	0
ENSG00000221583	0	0	0	0	0	0
ENSG00000221585	0	0	0	0	0	0
ENSG00000221586	0	0	0	0	0	0
ENSG00000221594	0	0	0	0	0	0
ENSG00000221598	0	0	0	0	0	0
ENSG00000221601	0	0	0	0	0	0
ENSG00000221603	0	0	0	0	0	0
ENSG00000221604	0	0	0	0	0	0
ENSG00000221611	0	0	0	0	0	0
ENSG00000221614	0	0	0	0	0	0
ENSG00000221616	0	0	0	0	0	0
ENSG00000221628	0	0	0	0	0	0
ENSG00000221630	0	0	0	0	0	0
ENSG00000221633	0	0	0	0	0	0
ENSG00000221634	0	0	0	0	0	0
ENSG00000221638	0	0	0	0	0	0
ENSG00000221639	0	0	0	0	0	0
ENSG00000221641	0	0	0	0	0	0
ENSG00000221643	0	0	0	4	24	0
ENSG00000221649	0	0	0	0	0	0
ENSG00000221650	0	0	0	0	0	0
ENSG00000221656	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	0
ENSG00000221669	0	0	0	0	0	0
ENSG00000221673	0	0	0	0	0	0
ENSG00000221676	0	0	0	0	0	0
ENSG00000221680	0	0	0	0	0	0
ENSG00000221697	0	0	0	0	0	0
ENSG00000221698	0	0	0	0	0	0
ENSG00000221703	0	0	0	0	0	0
ENSG00000221705	0	0	0	0	0	0
ENSG00000221710	0	0	0	0	0	0
ENSG00000221711	0	0	0	0	0	0
ENSG00000221716	0	21	0	9	0	21
ENSG00000221719	0	0	0	0	0	0
ENSG00000221725	0	0	0	0	0	0
ENSG00000221737	0	0	0	0	0	0
ENSG00000221739	0	0	0	0	0	0
ENSG00000221740	0	0	0	0	0	0
ENSG00000221745	0	0	0	0	0	0
ENSG00000221750	0	0	0	0	0	0
ENSG00000221753	0	0	0	0	0	0
ENSG00000221754	0	0	0	0	0	0
ENSG00000221760	0	0	0	0	0	0
ENSG00000221763	0	0	0	0	0	0
ENSG00000221768	0	0	0	0	0	0
ENSG00000221771	0	0	0	0	0	0
ENSG00000221782	0	0	0	0	0	0
ENSG00000221783	0	0	0	0	0	0
ENSG00000221788	0	0	0	0	0	0
ENSG00000221792	0	0	0	0	0	0
ENSG00000221801	0	0	0	0	0	0
ENSG00000221803	0	0	0	0	0	0
ENSG00000221806	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	0	0
ENSG00000221813	0	0	0	0	0	0
ENSG00000221817	4	197	0	69	74	197
ENSG00000221818	0	0	0	0	0	0
ENSG00000221819	0	0	0	0	0	0
ENSG00000221821	371	427	0	348	9	427
ENSG00000221823	791	491	14	179	24	491
ENSG00000221826	0	0	0	0	0	0
ENSG00000221829	1077	260	2	372	24	260
ENSG00000221836	0	0	1	0	0	0
ENSG00000221837	0	0	0	0	0	0
ENSG00000221838	207	422	3	279	804	422
ENSG00000221840	0	0	0	0	0	0
ENSG00000221843	0	0	0	0	0	0
ENSG00000221844	0	0	0	0	0	0
ENSG00000221845	0	0	0	0	0	0
ENSG00000221849	0	0	0	0	0	0
ENSG00000221852	0	0	0	0	0	0
ENSG00000221855	0	0	0	0	0	0
ENSG00000221857	0	0	0	0	0	0
ENSG00000221858	0	1	0	0	0	1
ENSG00000221859	0	0	0	0	0	0
ENSG00000221864	0	0	0	0	0	0
ENSG00000221866	204	0	0	0	0	0
ENSG00000221867	0	0	0	0	0	0
ENSG00000221869	0	217	0	0	0	217
ENSG00000221874	0	0	0	0	0	0
ENSG00000221878	0	0	0	0	0	0
ENSG00000221879	0	2	0	1	0	2
ENSG00000221880	0	0	0	0	0	0
ENSG00000221882	0	132	0	0	0	132
ENSG00000221883	78	251	1	341	4	251
ENSG00000221886	0	0	0	125	0	0
ENSG00000221887	0	0	8	0	0	0
ENSG00000221888	0	0	0	0	0	0
ENSG00000221890	8	12	0	6	0	12
ENSG00000221891	0	0	0	0	0	0
ENSG00000221900	0	0	0	0	0	0
ENSG00000221909	401	79	0	491	2373	79
ENSG00000221910	0	0	0	0	0	0
ENSG00000221914	889	1858	5164	983	919	1858
ENSG00000221916	4	122	0	50	617	122
ENSG00000221923	135	573	1	641	2205	573
ENSG00000221926	360	124	1	14	986	124
ENSG00000221930	1	0	0	0	0	0
ENSG00000221931	0	0	0	0	0	0
ENSG00000221932	0	0	0	0	0	0
ENSG00000221933	0	0	0	0	0	0
ENSG00000221937	0	0	0	4	0	0
ENSG00000221938	0	0	0	0	0	0
ENSG00000221944	1409	1029	0	1511	1	1029
ENSG00000221946	96	155	0	192	0	155
ENSG00000221947	0	93	0	185	0	93
ENSG00000221949	0	0	1	1	0	0
ENSG00000221953	0	0	0	0	0	0
ENSG00000221954	0	0	0	0	0	0
ENSG00000221955	0	0	0	0	0	0
ENSG00000221957	0	0	0	0	0	0
ENSG00000221962	0	0	0	0	0	0
ENSG00000221963	1039	697	2	815	1856	697
ENSG00000221968	1049	1418	1	911	649	1418
ENSG00000221970	0	0	0	0	0	0
ENSG00000221971	0	1	0	0	0	1
ENSG00000221977	0	0	10	0	0	0
ENSG00000221978	16982	18781	13240	21563	18112	18781
ENSG00000221983	10935	11307	9057	10462	7307	11307
ENSG00000221986	0	0	0	0	0	0
ENSG00000221988	0	0	9	225	0	0
ENSG00000221989	0	0	0	0	0	0
ENSG00000221990	785	181	0	52	0	181
ENSG00000221994	710	0	0	281	0	0
ENSG00000221996	0	0	0	0	0	0
ENSG00000222000	0	0	0	0	0	0
ENSG00000222001	0	0	0	0	0	0
ENSG00000222004	0	0	0	0	0	0
ENSG00000222005	0	0	0	0	0	0
ENSG00000222007	0	0	0	0	0	0
ENSG00000222009	170	171	5	68	0	171
ENSG00000222011	232	180	0	100	0	180
ENSG00000222012	0	0	0	0	0	0
ENSG00000222014	1	0	8	1	8	0
ENSG00000222017	0	0	0	0	934	0
ENSG00000222018	0	2	0	0	0	2
ENSG00000222019	0	0	0	0	0	0
ENSG00000222020	65	298	10	32	4	298
ENSG00000222022	0	0	0	0	0	0
ENSG00000222024	0	0	0	0	0	0
ENSG00000222028	1	0	0	0	0	0
ENSG00000222030	0	0	1	0	970	0
ENSG00000222031	0	0	0	0	0	0
ENSG00000222032	0	0	0	0	0	0
ENSG00000222033	0	0	0	0	0	0
ENSG00000222035	0	0	0	0	0	0
ENSG00000222036	0	0	0	0	0	0
ENSG00000222037	0	0	0	0	0	0
ENSG00000222038	0	0	0	0	0	0
ENSG00000222041	173	667	1346	198	2898	667
ENSG00000222042	0	0	0	0	0	0
ENSG00000222043	1	15	0	2	0	15
ENSG00000222044	0	0	0	0	0	0
ENSG00000222046	0	4	0	0	14	4
ENSG00000222047	0	0	0	0	0	0
ENSG00000222051	0	0	0	0	0	0
ENSG00000222054	0	0	0	0	0	0
ENSG00000222057	0	21	0	0	0	21
ENSG00000222067	0	0	0	0	0	0
ENSG00000222068	0	0	0	0	0	0
ENSG00000222069	0	0	0	0	0	0
ENSG00000222071	0	0	0	0	0	0
ENSG00000222072	0	0	0	0	0	0
ENSG00000222076	0	0	0	0	0	0
ENSG00000222078	0	0	0	0	0	0
ENSG00000222087	0	0	0	0	0	0
ENSG00000222092	0	0	0	0	0	0
ENSG00000222094	0	0	0	0	0	0
ENSG00000222095	0	0	0	0	0	0
ENSG00000222099	0	0	0	0	0	0
ENSG00000222102	0	0	0	0	0	0
ENSG00000222107	0	0	0	0	0	0
ENSG00000222108	0	0	0	0	0	0
ENSG00000222111	0	0	0	0	0	0
ENSG00000222112	0	0	0	0	0	0
ENSG00000222114	0	0	0	0	0	0
ENSG00000222118	0	0	0	0	0	0
ENSG00000222122	0	0	0	0	0	0
ENSG00000222123	0	0	0	0	0	0
ENSG00000222126	0	0	0	0	0	0
ENSG00000222129	0	0	0	0	0	0
ENSG00000222139	0	0	0	0	0	0
ENSG00000222145	0	0	0	0	0	0
ENSG00000222146	0	0	0	0	0	0
ENSG00000222148	0	0	0	0	0	0
ENSG00000222150	0	0	0	0	0	0
ENSG00000222154	0	0	0	0	0	0
ENSG00000222160	0	0	0	0	0	0
ENSG00000222162	0	124	0	18	0	124
ENSG00000222164	0	0	0	0	0	0
ENSG00000222170	0	0	0	0	0	0
ENSG00000222174	0	0	0	0	0	0
ENSG00000222177	0	0	0	0	0	0
ENSG00000222178	0	0	0	0	0	0
ENSG00000222179	0	0	0	0	0	0
ENSG00000222182	0	0	0	0	0	0
ENSG00000222185	0	0	0	0	0	0
ENSG00000222202	0	0	0	0	0	0
ENSG00000222205	0	0	0	0	0	0
ENSG00000222206	0	0	0	0	0	0
ENSG00000222207	0	0	0	0	0	0
ENSG00000222208	0	0	0	0	0	0
ENSG00000222209	0	0	0	0	0	0
ENSG00000222210	0	0	0	0	0	0
ENSG00000222213	0	0	0	0	0	0
ENSG00000222220	0	0	0	0	0	0
ENSG00000222222	0	0	0	0	0	0
ENSG00000222224	0	0	0	0	0	0
ENSG00000222225	0	0	0	0	0	0
ENSG00000222230	0	0	0	0	0	0
ENSG00000222231	0	0	0	0	0	0
ENSG00000222232	0	0	0	0	0	0
ENSG00000222236	0	0	0	0	0	0
ENSG00000222238	0	0	0	0	0	0
ENSG00000222240	0	0	0	0	0	0
ENSG00000222244	0	0	0	0	0	0
ENSG00000222246	0	0	0	0	0	0
ENSG00000222248	0	0	0	0	0	0
ENSG00000222249	0	0	0	0	0	0
ENSG00000222251	0	0	0	0	0	0
ENSG00000222255	0	0	0	0	0	0
ENSG00000222257	0	0	0	0	0	0
ENSG00000222259	0	0	0	0	0	0
ENSG00000222266	0	0	0	0	0	0
ENSG00000222267	0	0	0	4	0	0
ENSG00000222268	0	0	0	0	0	0
ENSG00000222276	0	0	0	0	0	0
ENSG00000222281	0	0	0	0	0	0
ENSG00000222282	0	0	0	0	0	0
ENSG00000222285	0	0	0	0	0	0
ENSG00000222287	0	0	0	0	0	0
ENSG00000222293	0	0	0	0	0	0
ENSG00000222297	0	0	0	0	0	0
ENSG00000222300	0	0	0	0	0	0
ENSG00000222302	0	0	0	60	0	0
ENSG00000222303	0	0	0	0	0	0
ENSG00000222305	0	0	0	0	0	0
ENSG00000222308	0	0	0	0	0	0
ENSG00000222312	0	0	0	0	0	0
ENSG00000222313	0	0	0	0	0	0
ENSG00000222314	0	0	0	0	0	0
ENSG00000222317	0	0	0	0	0	0
ENSG00000222320	0	0	0	0	0	0
ENSG00000222321	0	0	0	0	0	0
ENSG00000222327	0	0	0	0	0	0
ENSG00000222328	0	0	0	0	0	0
ENSG00000222329	0	0	0	0	0	0
ENSG00000222335	0	0	0	0	0	0
ENSG00000222337	0	0	0	0	0	0
ENSG00000222338	0	0	0	0	0	0
ENSG00000222343	0	0	0	0	0	0
ENSG00000222344	0	7	0	0	0	7
ENSG00000222345	0	0	0	0	0	0
ENSG00000222346	0	0	0	0	0	0
ENSG00000222351	21	11	0	11	0	11
ENSG00000222352	0	0	0	0	0	0
ENSG00000222355	0	0	0	0	0	0
ENSG00000222356	0	0	0	0	0	0
ENSG00000222357	0	0	0	0	0	0
ENSG00000222359	0	0	0	0	0	0
ENSG00000222361	0	0	0	0	0	0
ENSG00000222363	0	0	0	0	0	0
ENSG00000222365	0	0	0	0	0	0
ENSG00000222370	0	0	0	0	0	0
ENSG00000222371	0	0	0	0	0	0
ENSG00000222375	0	0	0	37	0	0
ENSG00000222376	0	0	0	0	0	0
ENSG00000222378	0	0	0	0	0	0
ENSG00000222383	0	1	0	3	0	1
ENSG00000222385	0	0	0	0	0	0
ENSG00000222386	0	0	0	0	0	0
ENSG00000222389	0	0	0	0	0	0
ENSG00000222394	0	0	0	0	0	0
ENSG00000222395	0	0	0	0	0	0
ENSG00000222397	0	0	0	0	0	0
ENSG00000222398	0	0	0	0	0	0
ENSG00000222399	0	0	0	0	0	0
ENSG00000222404	0	0	0	0	0	0
ENSG00000222405	0	0	0	0	0	0
ENSG00000222407	0	0	0	0	0	0
ENSG00000222412	0	0	0	0	0	0
ENSG00000222413	0	0	0	0	0	0
ENSG00000222414	0	0	0	0	0	0
ENSG00000222416	0	0	0	0	0	0
ENSG00000222418	0	0	0	0	0	0
ENSG00000222419	0	0	0	0	0	0
ENSG00000222421	0	0	0	0	0	0
ENSG00000222426	0	0	0	0	0	0
ENSG00000222427	0	0	0	0	0	0
ENSG00000222428	0	0	0	0	0	0
ENSG00000222429	0	0	0	0	5	0
ENSG00000222430	0	0	0	0	0	0
ENSG00000222431	0	0	0	0	0	0
ENSG00000222432	0	0	0	0	0	0
ENSG00000222436	0	0	0	0	0	0
ENSG00000222438	0	0	0	0	0	0
ENSG00000222439	0	0	0	0	0	0
ENSG00000222440	0	0	0	0	0	0
ENSG00000222445	1	0	0	0	0	0
ENSG00000222448	0	0	0	14	0	0
ENSG00000222449	0	0	0	0	0	0
ENSG00000222451	0	0	0	0	0	0
ENSG00000222452	0	0	0	0	0	0
ENSG00000222455	0	0	0	0	0	0
ENSG00000222457	0	0	0	0	0	0
ENSG00000222459	0	0	0	0	0	0
ENSG00000222460	0	0	0	0	0	0
ENSG00000222465	0	0	0	0	0	0
ENSG00000222467	0	0	0	0	0	0
ENSG00000222468	0	0	0	0	0	0
ENSG00000222472	0	0	0	0	0	0
ENSG00000222477	0	0	0	0	0	0
ENSG00000222486	0	0	0	0	0	0
ENSG00000222488	0	0	0	0	0	0
ENSG00000222489	0	0	0	0	0	0
ENSG00000222490	0	0	0	0	0	0
ENSG00000222496	0	0	0	0	0	0
ENSG00000222499	0	0	0	0	0	0
ENSG00000222500	0	0	0	0	0	0
ENSG00000222501	0	0	0	0	0	0
ENSG00000222503	0	0	0	0	0	0
ENSG00000222506	0	0	0	0	0	0
ENSG00000222509	0	0	0	0	0	0
ENSG00000222511	0	0	0	0	0	0
ENSG00000222514	0	0	0	0	0	0
ENSG00000222515	0	0	0	0	0	0
ENSG00000222520	0	0	0	0	0	0
ENSG00000222522	0	0	0	0	0	0
ENSG00000222524	0	0	0	0	0	0
ENSG00000222529	0	0	0	0	0	0
ENSG00000222532	0	0	0	0	0	0
ENSG00000222533	0	0	0	0	0	0
ENSG00000222536	0	0	0	0	0	0
ENSG00000222543	0	0	0	0	0	0
ENSG00000222544	0	0	0	0	0	0
ENSG00000222546	0	0	0	0	0	0
ENSG00000222552	0	0	0	0	0	0
ENSG00000222558	0	0	0	0	0	0
ENSG00000222560	0	0	0	0	0	0
ENSG00000222561	0	0	0	0	0	0
ENSG00000222574	0	0	0	0	0	0
ENSG00000222578	0	0	0	0	0	0
ENSG00000222579	0	0	0	0	0	0
ENSG00000222581	0	0	0	0	0	0
ENSG00000222582	0	0	0	0	0	0
ENSG00000222583	0	0	0	0	0	0
ENSG00000222585	0	0	0	0	0	0
ENSG00000222588	0	9	0	14	0	9
ENSG00000222589	0	0	0	0	0	0
ENSG00000222592	0	0	0	0	0	0
ENSG00000222594	0	0	0	0	0	0
ENSG00000222598	0	0	0	0	0	0
ENSG00000222601	0	0	0	3	0	0
ENSG00000222604	0	0	0	0	0	0
ENSG00000222607	1	0	0	2	0	0
ENSG00000222608	0	0	0	0	0	0
ENSG00000222609	0	0	0	0	0	0
ENSG00000222610	0	0	0	0	0	0
ENSG00000222612	0	0	0	0	0	0
ENSG00000222613	0	0	0	0	0	0
ENSG00000222614	0	0	0	0	0	0
ENSG00000222616	0	0	0	0	0	0
ENSG00000222617	0	0	0	0	0	0
ENSG00000222623	0	0	0	0	0	0
ENSG00000222624	0	0	0	0	0	0
ENSG00000222626	0	0	0	0	0	0
ENSG00000222627	0	0	0	0	0	0
ENSG00000222629	0	0	0	0	0	0
ENSG00000222630	0	0	0	0	0	0
ENSG00000222635	0	0	0	0	0	0
ENSG00000222636	0	0	0	0	0	0
ENSG00000222640	0	0	0	0	0	0
ENSG00000222644	0	0	0	0	0	0
ENSG00000222649	0	0	0	0	0	0
ENSG00000222650	0	0	0	0	0	0
ENSG00000222652	0	0	0	0	0	0
ENSG00000222658	0	0	0	0	0	0
